RecordID,Competition,Edition,Athlete Id,Sex,Region,Education,Age group,Income,Disability,Previous attempts,Late enrollment,Cancelled enrollment,Athlete score,Mental preparation,Train bf competition,Strength training,Sand training,Recovery,Supplements,Cardiovascular training,Outdoor Workout,Squad training,Physiotherapy,Plyometric training,No coach,Sport-specific training,Other training,Past injuries,Outcome
70648,Regional Tournament,2020,553443,M,North America,Middle school,35-55,Middle,FALSE,0,FALSE,FALSE,0,FALSE,8,8,0,29,0,0,FALSE,0,0,0,FALSE,0,0,FALSE,0
35156,Regional Tournament,2019,574549,F,North America,Middle school,0-35,Low,FALSE,0,FALSE,FALSE,0,FALSE,72,36,0,111,29,67,FALSE,0,0,0,FALSE,9,0,FALSE,1
35512,Local Match,2019,601104,M,East Asia,Middle school,0-35,High,FALSE,0,FALSE,FALSE,0,TRUE,274,793,0,298,197,702,FALSE,12,8,8,FALSE,11,7,TRUE,1
31542,Regional Tournament,2019,593875,F,Southern Africa,High school,0-35,Middle-Low,FALSE,0,FALSE,FALSE,0,FALSE,344,50,0,787,23,97,FALSE,0,0,0,FALSE,19,0,FALSE,1
65476,Regional Tournament,2020,561343,M,Central America,High school,0-35,Middle-High,FALSE,0,FALSE,FALSE,0,FALSE,170,20,0,312,30,65,FALSE,0,0,0,FALSE,10,0,FALSE,1
88011,Federation League,2020,180958,M,North America,High school,0-35,Low,TRUE,1,FALSE,FALSE,90,FALSE,972,352,83,418,655,66,FALSE,0,164,0,FALSE,70,5,FALSE,1
83464,Regional Tournament,2019,482356,F,Central America,Middle school,0-35,Low,FALSE,0,FALSE,FALSE,30,FALSE,252,27,0,110,24,73,FALSE,0,0,0,FALSE,16,0,FALSE,1
70377,Federation League,2022,577652,F,South America,Middle school,0-35,Middle-High,FALSE,1,FALSE,FALSE,60,FALSE,611,396,12,560,336,26,FALSE,18,0,0,FALSE,18,0,TRUE,1
31102,Local Match,2022,686344,M,Central Asia,Middle school,0-35,,FALSE,0,FALSE,FALSE,0,FALSE,619,1837,0,500,436,1285,TRUE,83,15,2,FALSE,31,0,TRUE,1
16039,Local Match,2019,599857,M,North America,Middle school,35-55,Middle-Low,FALSE,0,FALSE,FALSE,30,TRUE,514,1298,0,221,261,719,FALSE,0,50,21,FALSE,14,25,TRUE,1
82764,National Cup,2022,629096,M,Eastern Europe,Middle school,0-35,Middle,FALSE,0,FALSE,FALSE,0,FALSE,171,445,0,51,62,592,FALSE,0,0,0,FALSE,9,0,FALSE,0
61562,Continental Championship,2022,694548,M,South Asia,High school,0-35,Low,FALSE,0,FALSE,TRUE,30,FALSE,19,21,0,0,0,77,FALSE,0,0,0,FALSE,0,0,FALSE,0
32307,Federation League,2019,576767,M,Western Europe,Middle school,35-55,High,FALSE,0,FALSE,FALSE,60,FALSE,400,224,8,446,149,23,FALSE,0,36,0,FALSE,45,0,,1
27658,Regional Tournament,2022,520024,F,Southern Europe,High school,0-35,Low,FALSE,1,FALSE,FALSE,0,FALSE,33,59,0,2,4,0,FALSE,4,0,0,FALSE,0,0,FALSE,1
61877,Regional Tournament,2021,577527,F,Oceania,Middle school,35-55,High,FALSE,1,FALSE,FALSE,60,FALSE,117,62,1,161,32,75,FALSE,1,0,0,FALSE,13,0,FALSE,1
94484,Local Match,2019,2343337,M,North America,Middle school,0-35,Middle,FALSE,0,FALSE,FALSE,30,TRUE,228,322,0,341,130,563,FALSE,0,6,0,FALSE,22,0,TRUE,1
13527,Regional Tournament,2019,589067,F,Middle East,Middle school,35-55,Middle,FALSE,0,FALSE,FALSE,0,FALSE,149,80,2,56,70,100,FALSE,0,0,0,FALSE,57,0,FALSE,1
70757,Continental Championship,2022,2644404,M,North America,Post Graduate,0-35,Middle,FALSE,0,FALSE,FALSE,-30,FALSE,87,160,0,90,28,58,FALSE,0,135,0,FALSE,17,0,TRUE,1
82276,Federation League,2021,89904,M,Central America,Middle school,35-55,Middle-Low,FALSE,0,FALSE,FALSE,0,FALSE,171,84,0,152,119,1,FALSE,2,69,0,FALSE,11,0,TRUE,1
44257,National Cup,2022,632004,M,Eastern Europe,University Degree,35-55,High,FALSE,0,FALSE,FALSE,-30,FALSE,301,902,0,24,111,970,FALSE,5,0,0,FALSE,4,0,FALSE,1
14812,World Championship,2022,635988,M,East Asia,Middle school,0-35,Middle,FALSE,,FALSE,FALSE,-30,FALSE,136,168,5,136,7,75,FALSE,0,0,0,FALSE,0,0,TRUE,0
37619,Federation League,2022,328241,M,Western Europe,High school,35-55,Middle-Low,FALSE,0,FALSE,FALSE,60,FALSE,2105,279,17,5959,274,15,FALSE,10,0,0,FALSE,31,0,TRUE,1
26216,Local Match,2022,684882,M,Central America,High school,0-35,High,FALSE,0,FALSE,FALSE,60,FALSE,1403,1770,0,2314,603,1180,TRUE,6,60,9,FALSE,27,2,,1
26765,Local Match,2020,543643,F,East Asia,High school,0-35,Middle-Low,TRUE,0,FALSE,FALSE,0,FALSE,253,4345,0,233,133,699,FALSE,0,8,3,FALSE,23,24,TRUE,1
15932,National Cup,2022,561113,F,Eastern Europe,Middle school,0-35,Middle-Low,FALSE,0,FALSE,TRUE,60,FALSE,38,19,0,3,31,202,FALSE,0,0,0,FALSE,1,0,FALSE,0
18180,National Cup,2021,362223,F,East Asia,High school,0-35,High,FALSE,0,FALSE,FALSE,0,FALSE,193,67,0,112,108,551,FALSE,0,0,0,FALSE,8,0,FALSE,1
42415,Federation League,2021,626679,F,Northern Africa,Middle school,0-35,Low,FALSE,0,FALSE,FALSE,0,FALSE,405,444,0,354,560,9,FALSE,4,85,0,FALSE,31,0,FALSE,0
56101,Federation League,2019,512259,M,East Asia,Middle school,35-55,Middle-High,FALSE,0,FALSE,FALSE,0,FALSE,471,,3,865,348,22,FALSE,15,215,0,FALSE,21,0,TRUE,1
87158,Regional Tournament,2021,620923,F,Middle East,University Degree,0-35,Middle,FALSE,0,FALSE,FALSE,0,FALSE,92,34,0,229,9,83,FALSE,0,0,0,FALSE,29,0,FALSE,1
12716,Federation League,2019,595687,M,North America,High school,0-35,Middle-Low,FALSE,0,FALSE,FALSE,0,FALSE,355,271,0,414,204,21,FALSE,19,39,0,FALSE,27,0,TRUE,1
74664,Continental Championship,2022,401240,M,East Asia,High school,0-35,Middle-Low,FALSE,0,FALSE,FALSE,0,FALSE,560,505,0,938,16,138,FALSE,0,163,0,FALSE,48,0,TRUE,1
53007,Regional Tournament,2020,548439,F,Western Europe,Middle school,0-35,High,FALSE,0,FALSE,FALSE,0,FALSE,311,49,3,203,61,69,FALSE,0,0,0,FALSE,18,0,FALSE,1
93410,Local Match,2022,396683,M,North America,University Degree,0-35,Middle-Low,FALSE,0,FALSE,FALSE,60,FALSE,474,808,0,962,350,574,TRUE,4,10,0,FALSE,18,0,TRUE,1
98512,Continental Championship,2022,570045,M,Western Europe,High school,0-35,Middle,FALSE,0,FALSE,FALSE,0,FALSE,338,1571,0,222,123,106,FALSE,20,431,0,FALSE,42,0,TRUE,1
32834,Local Match,2020,2436089,M,South America,Middle school,0-35,Middle-Low,FALSE,0,FALSE,FALSE,0,FALSE,282,771,0,291,255,262,FALSE,0,33,12,FALSE,32,16,TRUE,0
90807,Continental Championship,2022,690525,M,South Asia,Middle school,35-55,High,FALSE,0,FALSE,FALSE,0,FALSE,818,1266,0,715,41,134,FALSE,4,314,0,FALSE,99,0,FALSE,1
47167,Local Match,2020,2578992,M,South Asia,High school,0-35,High,TRUE,1,FALSE,FALSE,90,FALSE,409,754,1,428,170,695,FALSE,0,14,1,FALSE,18,20,TRUE,1
65234,Federation League,2021,35502,M,Eastern Europe,University Degree,0-35,Middle-Low,FALSE,0,FALSE,TRUE,0,FALSE,169,114,0,23,180,4,FALSE,3,29,0,FALSE,23,0,TRUE,0
40710,Federation League,2022,390849,M,Central Asia,Middle school,0-35,Middle,FALSE,0,FALSE,FALSE,60,FALSE,90,189,0,14,48,7,FALSE,8,0,0,FALSE,7,0,FALSE,1
42361,Continental Championship,2019,401296,F,Western Europe,High school,35-55,Middle-Low,FALSE,0,FALSE,FALSE,0,FALSE,444,839,0,113,36,204,FALSE,0,153,0,FALSE,116,7,TRUE,1
20069,National Cup,2021,631981,F,South Asia,Post Graduate,0-35,High,FALSE,0,FALSE,FALSE,-30,FALSE,112,102,0,21,40,307,FALSE,0,0,0,FALSE,5,0,FALSE,1
80827,Continental Championship,2019,397149,M,East Asia,Middle school,0-35,Low,FALSE,0,FALSE,FALSE,30,FALSE,216,406,0,140,84,119,FALSE,0,0,0,FALSE,67,3,TRUE,1
86368,Regional Tournament,2022,535963,F,Southern Europe,University Degree,35-55,Middle-High,FALSE,0,FALSE,FALSE,0,FALSE,316,606,10,408,42,115,FALSE,13,0,8,FALSE,0,0,TRUE,1
95437,Regional Tournament,2020,553520,F,Western Europe,High school,0-35,High,FALSE,0,FALSE,TRUE,0,FALSE,64,4,0,86,12,18,FALSE,0,0,0,FALSE,8,0,FALSE,0
67164,National Cup,2022,322641,M,Western Europe,Middle school,0-35,Middle-High,FALSE,0,FALSE,FALSE,0,FALSE,177,146,0,19,181,779,FALSE,0,0,0,FALSE,7,0,FALSE,1
56748,Federation League,2022,2482085,F,Middle East,High school,35-55,Middle-Low,FALSE,0,FALSE,TRUE,0,FALSE,40,39,0,2,25,2,FALSE,1,0,0,FALSE,0,0,TRUE,0
85109,World Championship,2022,651943,F,South America,Middle school,35-55,Middle,FALSE,0,FALSE,FALSE,-30,FALSE,81,166,0,35,16,173,FALSE,0,0,0,FALSE,0,0,TRUE,1
18009,Federation League,2021,1554143,M,South America,High school,35-55,High,FALSE,2,FALSE,TRUE,90,FALSE,82,142,1,31,31,4,FALSE,0,40,0,FALSE,5,0,FALSE,0
18899,Continental Championship,2021,599937,F,Central America,Middle school,0-35,Middle-Low,FALSE,1,FALSE,FALSE,30,FALSE,163,289,0,333,64,102,FALSE,0,77,0,FALSE,32,0,FALSE,1
84952,Continental Championship,2019,2590189,M,Central America,University Degree,35-55,High,FALSE,0,FALSE,FALSE,-30,FALSE,451,854,0,563,52,6,FALSE,1,387,0,FALSE,68,4,FALSE,1
56674,National Cup,2021,2384687,F,Middle East,Middle school,35-55,Middle,FALSE,0,FALSE,TRUE,10,FALSE,100,35,0,6,63,388,FALSE,0,0,0,FALSE,2,0,FALSE,0
13821,Local Match,2020,2087100,M,Middle East,University Degree,35-55,Middle,FALSE,0,FALSE,FALSE,0,FALSE,648,1764,0,522,405,737,FALSE,0,36,16,FALSE,53,56,TRUE,1
45884,National Cup,2022,1485702,F,Western Europe,High school,35-55,Middle-Low,FALSE,0,FALSE,FALSE,30,FALSE,227,57,0,10,142,839,FALSE,0,0,0,FALSE,5,0,FALSE,1
99354,Local Match,2020,2522335,M,North America,High school,0-35,High,FALSE,1,FALSE,FALSE,0,FALSE,211,237,0,155,157,473,FALSE,0,2,0,FALSE,19,3,TRUE,1
20408,Continental Championship,2019,1976350,M,Central America,High school,35-55,Middle-High,FALSE,0,FALSE,FALSE,-30,FALSE,147,545,0,114,32,60,FALSE,0,14,0,FALSE,16,14,FALSE,1
16973,Continental Championship,2019,425714,M,East Asia,Middle school,0-35,Low,FALSE,0,FALSE,FALSE,0,FALSE,55,158,0,106,22,109,FALSE,1,0,0,FALSE,4,5,FALSE,0
66814,Federation League,2019,598123,M,Eastern Europe,High school,0-35,Low,TRUE,0,FALSE,TRUE,60,FALSE,38,46,0,19,18,0,FALSE,3,7,0,FALSE,6,0,FALSE,0
18357,Regional Tournament,2019,534946,F,Southern Europe,High school,0-35,Low,FALSE,0,FALSE,FALSE,0,FALSE,86,32,1,34,28,76,FALSE,0,0,0,FALSE,8,0,TRUE,1
93560,Regional Tournament,2020,2580439,F,Central America,University Degree,35-55,Low,FALSE,0,FALSE,FALSE,60,FALSE,64,25,0,131,37,72,FALSE,0,0,0,FALSE,4,1,FALSE,1
88314,Local Match,2021,621722,F,Middle East,University Degree,0-35,Middle-Low,FALSE,0,FALSE,FALSE,30,TRUE,564,1996,0,233,346,761,FALSE,9,44,42,FALSE,56,15,TRUE,1
63609,Federation League,2021,623008,M,South America,High school,35-55,Middle,,0,FALSE,FALSE,0,FALSE,134,113,0,71,56,0,FALSE,0,140,0,FALSE,4,0,TRUE,1
43246,Regional Tournament,2020,1903527,F,Western Europe,Middle school,35-55,High,FALSE,1,FALSE,FALSE,60,FALSE,501,111,3,844,112,130,FALSE,0,0,0,FALSE,47,10,FALSE,1
29351,World Championship,2022,651628,F,East Asia,Middle school,0-35,Middle,TRUE,0,FALSE,FALSE,-30,FALSE,103,220,2,51,14,121,FALSE,0,0,0,FALSE,0,0,TRUE,1
64476,Regional Tournament,2019,293760,F,Southern Africa,Middle school,0-35,Middle-Low,FALSE,1,TRUE,FALSE,60,FALSE,34,2,0,19,9,85,FALSE,4,0,0,FALSE,4,0,FALSE,1
12556,Local Match,2022,534112,F,Central America,High school,35-55,Middle-High,FALSE,0,FALSE,TRUE,0,FALSE,247,322,0,264,202,251,TRUE,11,3,0,FALSE,29,0,TRUE,0
50880,Regional Tournament,2019,593444,F,Southern Africa,Middle school,0-35,Middle-Low,FALSE,0,FALSE,FALSE,0,FALSE,180,75,1,441,39,84,FALSE,1,0,0,FALSE,41,0,FALSE,1
52217,Regional Tournament,2019,603123,F,Oceania,High school,0-35,High,FALSE,0,FALSE,FALSE,0,FALSE,28,3,0,37,,59,FALSE,0,0,0,FALSE,1,0,FALSE,1
42986,Federation League,2022,2459418,M,Central Asia,Middle school,0-35,Low,FALSE,0,FALSE,FALSE,0,FALSE,107,95,25,124,27,1,FALSE,11,0,0,FALSE,6,0,FALSE,0
12688,National Cup,2022,542054,M,Northern Africa,High school,0-35,Low,FALSE,0,FALSE,TRUE,-30,FALSE,48,23,0,6,40,290,FALSE,3,0,0,FALSE,5,0,FALSE,0
12874,Local Match,2019,580867,M,Central Asia,Middle school,0-35,Low,FALSE,0,FALSE,FALSE,0,TRUE,364,383,0,519,324,668,FALSE,12,1,0,FALSE,16,0,TRUE,1
36083,National Cup,2022,694680,M,East Asia,University Degree,35-55,Middle-Low,FALSE,0,FALSE,FALSE,0,FALSE,223,169,0,16,102,365,FALSE,12,0,0,FALSE,28,0,FALSE,1
57472,Regional Tournament,2020,170356,F,Western Europe,Middle school,35-55,Middle-Low,FALSE,0,FALSE,TRUE,60,FALSE,105,26,0,253,41,4,FALSE,0,0,0,FALSE,10,0,TRUE,0
39132,Local Match,2021,608111,M,South America,University Degree,,Low,FALSE,1,,FALSE,120,FALSE,30,10,0,19,9,224,FALSE,0,0,0,FALSE,1,0,TRUE,0
22793,Regional Tournament,2021,614738,M,East Asia,High school,0-35,High,FALSE,0,FALSE,FALSE,0,FALSE,164,172,0,73,103,76,FALSE,0,0,0,FALSE,14,0,TRUE,1
57386,Local Match,2021,615426,M,Central Asia,Middle school,0-35,High,FALSE,0,FALSE,TRUE,0,FALSE,407,1098,0,398,268,,FALSE,0,22,7,FALSE,25,0,TRUE,0
78495,Regional Tournament,2021,559090,F,Oceania,Elementary school,0-35,High,FALSE,0,FALSE,TRUE,0,FALSE,5,6,0,0,2,0,FALSE,0,0,0,FALSE,0,0,FALSE,0
41214,Local Match,2019,256905,M,South Asia,Middle school,0-35,Middle-Low,FALSE,0,FALSE,FALSE,60,FALSE,131,106,0,146,97,8,FALSE,11,2,0,FALSE,1,0,FALSE,0
23207,Federation League,2020,1444134,F,Central Asia,University Degree,35-55,Middle,FALSE,0,FALSE,FALSE,0,FALSE,842,345,47,566,674,41,FALSE,0,167,0,FALSE,149,59,FALSE,1
67932,Local Match,2020,553528,F,South America,Middle school,0-35,Middle-Low,FALSE,0,FALSE,FALSE,0,FALSE,362,942,0,238,193,502,FALSE,0,52,6,FALSE,94,16,FALSE,0
48795,World Championship,2019,1993905,F,Eastern Europe,Middle school,0-35,Middle-Low,FALSE,0,FALSE,FALSE,-30,FALSE,552,693,16,826,24,163,FALSE,0,0,0,FALSE,0,0,TRUE,1
42330,World Championship,2022,675811,F,Western Europe,Middle school,35-55,High,FALSE,0,FALSE,FALSE,-30,FALSE,712,1535,36,644,129,147,FALSE,0,0,0,FALSE,0,0,TRUE,1
47827,Regional Tournament,2019,380240,F,Central America,High school,0-35,Low,FALSE,0,FALSE,FALSE,120,FALSE,341,50,0,314,19,69,FALSE,4,0,0,FALSE,17,0,TRUE,0
11769,Federation League,2019,78170,F,Eastern Europe,Middle school,0-35,Middle-Low,FALSE,0,FALSE,FALSE,0,FALSE,549,388,3,1017,415,9,FALSE,8,239,0,FALSE,41,0,TRUE,0
65769,Regional Tournament,2022,565576,F,Northern Africa,High school,35-55,High,FALSE,0,FALSE,FALSE,0,FALSE,277,944,0,217,39,371,FALSE,30,0,8,FALSE,4,0,TRUE,1
11448,Local Match,2019,2641236,F,Central America,Middle school,0-35,Low,FALSE,0,FALSE,TRUE,0,FALSE,257,486,0,242,155,201,FALSE,2,14,9,FALSE,14,0,TRUE,0
61514,Local Match,2021,546394,M,Central America,University Degree,0-35,Low,FALSE,1,FALSE,TRUE,60,FALSE,28,30,0,33,33,80,FALSE,0,0,0,FALSE,0,0,TRUE,0
14187,Local Match,2021,36347,M,Northern Africa,Middle school,0-35,Low,FALSE,0,FALSE,FALSE,60,TRUE,420,881,0,26,181,627,FALSE,0,15,3,FALSE,6,0,TRUE,1
76194,National Cup,2022,588482,M,South Asia,High school,0-35,Middle-Low,FALSE,0,FALSE,FALSE,0,FALSE,192,711,0,11,105,580,FALSE,0,0,0,FALSE,5,0,FALSE,1
74651,Federation League,2021,613876,M,North America,Middle school,0-35,Middle,TRUE,0,FALSE,FALSE,0,FALSE,106,152,0,34,78,3,FALSE,21,24,0,,7,0,FALSE,0
35423,Local Match,2021,402502,M,Eastern Europe,High school,0-35,Middle-High,FALSE,0,FALSE,FALSE,0,TRUE,571,2383,0,488,444,832,FALSE,0,64,40,FALSE,36,25,TRUE,1
97416,Olympic Games,2022,237274,M,Southern Europe,High school,0-35,Low,FALSE,0,FALSE,FALSE,0,FALSE,401,999,0,500,101,0,FALSE,4,0,0,FALSE,7,13,TRUE,1
12170,Regional Tournament,2022,550081,M,Middle East,Middle school,35-55,Middle-Low,FALSE,0,FALSE,FALSE,0,FALSE,259,77,0,597,14,0,FALSE,14,0,0,FALSE,0,0,TRUE,1
25167,National Cup,2021,1942999,F,Central Asia,University Degree,35-55,Middle,FALSE,0,FALSE,TRUE,30,FALSE,86,30,0,33,85,180,FALSE,0,0,0,FALSE,10,0,FALSE,0
89203,Federation League,2022,532236,M,Northern Africa,High school,0-35,Middle-High,FALSE,0,FALSE,FALSE,0,FALSE,79,173,0,5,54,13,FALSE,0,0,0,FALSE,4,0,TRUE,1
21247,Regional Tournament,2022,684687,F,Oceania,Middle school,35-55,Middle-Low,TRUE,0,FALSE,FALSE,0,FALSE,377,1168,12,259,58,189,FALSE,11,0,10,FALSE,1,0,TRUE,1
96046,Regional Tournament,2021,622867,F,East Asia,High school,0-35,High,TRUE,0,FALSE,FALSE,0,FALSE,57,37,0,19,22,43,FALSE,1,0,0,FALSE,8,0,FALSE,0
88140,Continental Championship,2022,611162,F,Southern Africa,Middle school,0-35,Middle-Low,FALSE,0,FALSE,FALSE,60,FALSE,196,461,0,150,61,160,FALSE,2,136,0,FALSE,51,0,FALSE,1
84537,Regional Tournament,2021,590870,F,Oceania,High school,0-35,Middle-Low,FALSE,0,FALSE,FALSE,0,FALSE,11,5,0,159,8,0,FALSE,0,0,0,FALSE,7,0,FALSE,0
55251,Local Match,2019,532741,M,South America,High school,0-35,Middle,FALSE,1,FALSE,FALSE,30,FALSE,111,429,0,9,92,0,FALSE,,15,2,FALSE,14,1,FALSE,0
84973,Local Match,2021,628152,M,South America,Middle school,35-55,High,FALSE,0,FALSE,FALSE,0,TRUE,519,1915,0,372,230,674,FALSE,15,11,3,FALSE,23,0,TRUE,1
57638,National Cup,2021,205398,M,South America,High school,35-55,Middle-Low,FALSE,0,FALSE,FALSE,0,FALSE,104,153,0,12,46,1030,FALSE,4,0,0,FALSE,8,0,FALSE,0
74003,Federation League,2019,592382,M,Southern Africa,Middle school,35-55,High,FALSE,0,FALSE,FALSE,0,FALSE,740,268,5,985,720,33,FALSE,32,83,0,FALSE,,0,TRUE,1
38981,National Cup,2021,633281,F,Oceania,University Degree,0-35,Middle-High,FALSE,0,FALSE,FALSE,0,FALSE,125,60,0,13,,390,FALSE,0,0,0,FALSE,5,0,FALSE,1
21321,Continental Championship,2022,481787,M,Eastern Europe,High school,0-35,High,FALSE,0,FALSE,FALSE,0,FALSE,239,429,0,199,3,88,FALSE,1,143,0,FALSE,18,0,TRUE,1
90466,Local Match,2019,88781,M,Oceania,High school,0-35,High,FALSE,1,FALSE,FALSE,0,TRUE,140,354,0,203,143,9,FALSE,11,18,0,FALSE,8,0,TRUE,0
73656,Regional Tournament,2020,547165,F,Middle East,High school,0-35,Middle-Low,FALSE,0,FALSE,FALSE,0,FALSE,71,18,0,206,24,36,FALSE,0,0,0,FALSE,16,0,FALSE,0
92325,Local Match,2021,627067,M,Central Asia,High school,0-35,High,FALSE,0,FALSE,FALSE,0,TRUE,497,1613,0,482,261,631,FALSE,32,79,15,FALSE,32,0,TRUE,1
22067,Local Match,2020,559004,M,Southern Africa,High school,0-35,Middle-Low,FALSE,0,FALSE,FALSE,0,FALSE,537,682,0,313,398,548,FALSE,0,17,11,FALSE,25,23,TRUE,1
45112,Regional Tournament,2019,600449,F,Oceania,High school,0-35,Middle-Low,FALSE,0,FALSE,TRUE,0,FALSE,20,0,0,59,0,18,FALSE,0,0,0,FALSE,0,0,FALSE,0
73556,National Cup,2021,632900,F,Eastern Europe,High school,0-35,Middle-High,FALSE,0,FALSE,FALSE,0,FALSE,89,53,0,0,79,537,FALSE,0,0,0,FALSE,4,0,FALSE,1
41276,Federation League,2019,590789,F,South Asia,University Degree,0-35,High,FALSE,0,FALSE,FALSE,60,FALSE,366,135,24,448,293,23,FALSE,9,133,0,FALSE,58,0,TRUE,1
60351,Regional Tournament,2019,329030,M,Western Europe,University Degree,0-35,Middle-High,FALSE,1,FALSE,FALSE,0,FALSE,51,134,0,9,104,80,FALSE,0,0,0,FALSE,3,0,FALSE,0
59925,Regional Tournament,2020,539365,F,South America,Middle school,35-55,Middle-Low,FALSE,0,FALSE,FALSE,0,FALSE,910,87,1,2359,166,97,FALSE,0,0,0,FALSE,38,5,TRUE,1
36832,National Cup,2021,604571,M,Central Asia,Middle school,0-35,High,FALSE,0,FALSE,FALSE,60,FALSE,69,27,0,3,47,297,FALSE,0,0,0,FALSE,3,0,FALSE,1
44217,Local Match,2019,550477,M,,Middle school,0-35,High,FALSE,0,FALSE,FALSE,60,FALSE,96,147,0,169,100,4,FALSE,19,0,0,FALSE,2,0,FALSE,0
49097,World Championship,2022,505762,F,Middle East,High school,0-35,Middle,FALSE,0,FALSE,FALSE,-30,FALSE,127,260,0,11,50,109,FALSE,0,0,0,FALSE,0,0,TRUE,1
88109,,2022,696807,F,Northern Africa,High school,0-35,Middle,FALSE,0,FALSE,TRUE,60,FALSE,153,82,22,295,117,1,FALSE,9,0,0,FALSE,19,0,FALSE,0
98411,Local Match,2022,637980,F,North America,University Degree,0-35,Middle,FALSE,0,FALSE,FALSE,0,FALSE,547,2000,0,130,444,751,TRUE,19,9,5,FALSE,53,2,TRUE,1
73012,National Cup,2022,657048,M,North America,University Degree,0-35,Low,FALSE,0,FALSE,TRUE,60,FASE,114,153,0,30,55,203,FALSE,0,0,0,FALSE,1,0,FALSE,0
71644,Regional Tournament,2020,29144,M,East Asia,Middle school,0-35,High,FALSE,0,FALSE,FALSE,60,FASE,556,361,2,436,442,78,FALSE,0,0,0,FALSE,39,0,FALSE,0
43425,Regional Tournament,2021,2148859,F,Western Europe,Middle school,0-35,Middle,FALSE,0,FALSE,FALSE,0,FASE,136,16,1,236,16,64,FALSE,0,0,0,FALSE,39,0,TRUE,1
37979,Federation League,2019,485519,F,Northern Africa,High school,0-35,Middle-Low,FALSE,1,FALSE,FALSE,0,FASE,132,177,18,69,124,12,FALSE,19,57,0,FALSE,17,0,TRUE,1
77964,National Cup,2022,695369,F,Northern Africa,Middle school,0-35,Low,FALSE,0,FALSE,TRUE,60,FASE,97,102,0,64,52,86,FALSE,0,0,0,FALSE,12,0,FALSE,0
38163,Federation League,2021,554065,M,South Asia,Middle school,0-35,High,FALSE,1,FALSE,FALSE,0,FASE,348,656,2,209,450,45,FALSE,18,35,0,FALSE,80,0,TRUE,1
98003,Local Match,2020,484165,M,Northern Africa,High school,0-35,Middle,FALSE,1,FALSE,FALSE,90,FASE,61,151,0,79,35,0,FALSE,0,0,0,FALSE,2,2,FALSE,0
88506,Federation League,2019,501723,F,East Asia,High school,0-35,Middle,FALSE,1,FALSE,TRUE,60,FASE,58,120,0,44,71,1,FALSE,0,16,0,FALSE,4,0,,0
35520,Local Match,2020,545918,M,East Asia,Middle school,0-35,High,FALSE,0,FALSE,TRUE,60,FASE,47,102,0,19,42,61,FALSE,0,0,0,FALSE,7,0,FALSE,0
43343,Local Match,2019,594956,M,Eastern Europe,High school,0-35,Low,TRUE,0,FALSE,TRUE,90,FASE,425,380,0,531,248,633,FALSE,9,1,0,FALSE,6,0,TRUE,0
34633,Regional Tournament,2021,587181,F,East Asia,High school,35-55,High,FALSE,0,FALSE,FALSE,0,FASE,36,67,1,24,40,48,FALSE,0,0,0,FALSE,21,0,FALSE,1
31368,National Cup,2021,633178,F,North America,High school,0-35,Middle-Low,FALSE,0,FALSE,FALSE,0,FASE,217,52,0,2,82,467,FALSE,16,0,0,FALSE,11,0,FALSE,1
61666,Continental Championship,2019,558463,M,East Asia,Middle school,0-35,Middle-High,FALSE,0,FALSE,FALSE,0,FASE,194,528,0,22,15,113,FALSE,0,72,0,FALSE,37,8,FALSE,1
32525,Local Match,2019,152587,F,East Asia,Middle school,35-55,Middle,FALSE,1,FALSE,FALSE,30,TRUE,573,2299,0,645,463,992,FALSE,2,23,19,FALSE,44,20,TRUE,1
13719,Federation League,2022,2678380,M,Oceania,University Degree,35-55,Middle,FALSE,0,FALSE,FALSE,60,FALSE,225,165,0,202,247,14,FALSE,23,0,0,FALSE,24,0,TRUE,1
65353,Regional Tournament,2019,607642,F,Western Europe,University Degree,0-35,High,FALSE,0,FALSE,FALSE,0,FALSE,32,29,0,7,20,75,FALSE,0,0,0,FALSE,6,0,FALSE,1
40726,Local Match,2020,431268,M,Western Europe,University Degree,0-35,Middle-Low,FALSE,0,FALSE,TRUE,0,FALSE,268,290,0,244,187,84,FALSE,0,66,9,FALSE,26,15,TRUE,0
36267,Federation League,2022,424211,M,South America,High school,35-55,High,TRUE,0,FALSE,FALSE,0,FALSE,334,218,50,350,325,31,FALSE,66,0,0,FALSE,59,0,TRUE,1
65864,National Cup,2021,563046,M,Western Europe,High school,0-35,Middle,FALSE,0,FALSE,FALSE,0,FALSE,93,41,0,3,71,314,FALSE,0,0,0,FALSE,5,0,FALSE,1
95875,World Championship,2019,557085,F,Southern Europe,Middle school,35-55,Middle-Low,FALSE,0,FALSE,FALSE,-30,FALSE,277,244,6,282,29,156,FALSE,0,0,0,FALSE,0,0,TRUE,1
39131,Regional Tournament,2021,615025,F,Eastern Europe,Middle school,0-35,Middle-Low,TRUE,0,FALSE,FALSE,0,FALSE,170,57,3,17,27,75,FALSE,0,0,0,FALSE,50,0,FALSE,1
19345,World Championship,2021,365084,F,East Asia,High school,35-55,Middle-Low,FALSE,0,FALSE,FALSE,-30,FALSE,199,396,6,143,39,104,FALSE,0,0,0,,0,0,TRUE,1
22726,Local Match,2022,64427,M,South America,High school,0-35,Low,FALSE,0,FALSE,FALSE,0,FALSE,641,3724,0,117,492,531,TRUE,2,26,36,FALSE,33,28,TRUE,1
